,Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude
166,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9500000,Cairo,Egypt,buy,149435000.0,Villa,New Cairo City,30.06310285,31.455447475107487
167,4,5,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",323,7835000,Cairo,Egypt,buy,123244550.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
168,2,3,"Axis 80, District 4, The 5th Settlement, New Cairo City, Cairo",220,2700000,Cairo,Egypt,buy,42471000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
169,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,4000000,Cairo,Egypt,buy,62920000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
170,5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",303,8500000,Cairo,Egypt,buy,133705000.0,Villa,New Cairo City,30.06310285,31.455447475107487
171,4,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",197,3350000,Cairo,Egypt,buy,52695500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
172,3,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",306,5500000,Cairo,Egypt,buy,86515000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
173,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9300000,Cairo,Egypt,buy,146289000.0,Villa,New Cairo City,30.06310285,31.455447475107487
174,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",150,2900000,Cairo,Egypt,buy,45617000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
175,4,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",287,2950000,Cairo,Egypt,buy,46403500.0,iVilla,New Cairo City,30.06310285,31.455447475107487
176,3,3,"The Water Way, North Investors Area, New Cairo City, Cairo",233,5300000,Cairo,Egypt,buy,83369000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
178,2,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",175,2565000,Cairo,Egypt,buy,40347450.0,Apartment,New Cairo City,30.06310285,31.455447475107487
179,4,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",475,10000000,Cairo,Egypt,buy,157300000.0,Twin House,New Cairo City,30.02012785,31.498220627134504
180,4,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,3100000,Cairo,Egypt,buy,48763000.0,iVilla,New Cairo City,30.06310285,31.455447475107487
181,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",187,2450000,Cairo,Egypt,buy,38538500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
182,3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",234,4350000,Cairo,Egypt,buy,68425500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
183,3,4,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",230,11500000,Cairo,Egypt,buy,180895000.0,Twin House,New Cairo City,30.02012785,31.498220627134504
184,2,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,1500000,Cairo,Egypt,buy,23595000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
185,3,4,"Seasons Residence, Ext North Inves Area, New Cairo City, Cairo",335,14000000,Cairo,Egypt,buy,220220000.0,Villa,New Cairo City,30.02012785,31.498220627134504
186,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",198,3000000,Cairo,Egypt,buy,47190000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
187,6,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",347,15246000,Cairo,Egypt,buy,239819580.0,Villa,New Cairo City,30.06310285,31.455447475107487
188,4,4,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",384,5500000,Cairo,Egypt,buy,86515000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
189,6,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",590,15000000,Cairo,Egypt,buy,235950000.0,Villa,New Cairo City,30.02012785,31.498220627134504
190,3,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,4700000,Cairo,Egypt,buy,73931000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
191,5,5,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",316,5350000,Cairo,Egypt,buy,84155500.0,Twin House,New Cairo City,30.06310285,31.455447475107487
192,3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,2400000,Cairo,Egypt,buy,37752000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
193,3,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,1400000,Cairo,Egypt,buy,22022000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
194,4,3,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",313,6000000,Cairo,Egypt,buy,94380000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
195,4,4,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",216,4237913,Cairo,Egypt,buy,66662371.49,Duplex,New Cairo City,30.06310285,31.455447475107487
196,3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",176,1900000,Cairo,Egypt,buy,29887000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
197,4,5,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",385,3200000,Cairo,Egypt,buy,50336000.0,Villa,New Cairo City,30.02012785,31.498220627134504
198,7+,7,"Paradise, Ext North Inves Area, New Cairo City, Cairo",865,11500000,Cairo,Egypt,buy,180895000.0,Villa,New Cairo City,30.02012785,31.498220627134504
199,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,4650000,Cairo,Egypt,buy,73144500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
201,2,2,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",135,260000,Cairo,Egypt,buy,4089800.0,Apartment,New Cairo City,30.06310285,31.455447475107487
202,3,4,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",436,12500000,Cairo,Egypt,buy,196625000.0,Villa,New Cairo City,30.06310285,31.455447475107487
203,2,2,"R7, New Capital City, Cairo",100,2000000,Cairo,Egypt,buy,31460000.0,Apartment,New Cairo City,30.048819,31.243666
204,6,7,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",700,18500000,Cairo,Egypt,buy,291005000.0,Villa,New Cairo City,30.02012785,31.498220627134504
205,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,2500000,Cairo,Egypt,buy,39325000.0,Apartment,Hay El Maadi,30.048819,31.243666
206,2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,2900000,Cairo,Egypt,buy,45617000.0,Apartment,Hay El Maadi,30.048819,31.243666
207,7+,7+,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,200",25000000,Cairo,Egypt,buy,393250000.0,Villa,New Cairo City,30.06310285,31.455447475107487
208,3,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",145,4140000,Cairo,Egypt,buy,65122200.0,Apartment,New Cairo City,30.02012785,31.498220627134504
209,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9500000,Cairo,Egypt,buy,149435000.0,Villa,New Cairo City,30.06310285,31.455447475107487
210,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,6250000,Cairo,Egypt,buy,98312500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
211,5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",750,17000000,Cairo,Egypt,buy,267410000.0,Villa,New Cairo City,30.02012785,31.498220627134504
212,4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,3431000,Cairo,Egypt,buy,53969630.0,Apartment,New Cairo City,30.06310285,31.455447475107487
213,3,3,"Granda, 5th District, Shorouk City, Cairo",140,1900000,Cairo,Egypt,buy,29887000.0,Apartment,Shorouk City,30.11974305,31.606946946156224
214,4,4,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",317,4150000,Cairo,Egypt,buy,65279500.0,Duplex,New Cairo City,30.06310285,31.455447475107487
215,4,4,"Al Narges 2, Al Narges, New Cairo City, Cairo",350,3100000,Cairo,Egypt,buy,48763000.0,Duplex,New Cairo City,30.02012785,31.498220627134504
216,3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",173,1980000,Cairo,Egypt,buy,31145400.0,Apartment,New Cairo City,30.06310285,31.455447475107487
217,3,4,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",204,2850000,Cairo,Egypt,buy,44830500.0,Penthouse,New Cairo City,30.02012785,31.498220627134504
218,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,5400000,Cairo,Egypt,buy,84942000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
219,3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,3140000,Cairo,Egypt,buy,49392200.0,Apartment,New Cairo City,30.06310285,31.455447475107487
220,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",310,6100000,Cairo,Egypt,buy,95953000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
222,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,5900000,Cairo,Egypt,buy,92807000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
223,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",328,6250000,Cairo,Egypt,buy,98312500.0,Twin House,New Cairo City,30.06310285,31.455447475107487
224,2,3,"Wasef Ghaly Basha St., Al Narges 4, Al Narges, New Cairo City, Cairo",235,2650000,Cairo,Egypt,buy,41684500.0,Apartment,New Cairo City,30.16316725,31.694583684837603
226,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9200000,Cairo,Egypt,buy,144716000.0,Villa,New Cairo City,30.06310285,31.455447475107487
227,3,4,"Regents Park, Al Andalus District, New Cairo City, Cairo",237,2600000,Cairo,Egypt,buy,40898000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
228,3,3,"Emaar Road, Nadi Al Sekka Al Hadid, Nasr City, Cairo",162,1603800,Cairo,Egypt,buy,25227774.0,Apartment,Nasr City,30.0521177,31.3422045
229,5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",430,10000000,Cairo,Egypt,buy,157300000.0,Villa,New Cairo City,30.06310285,31.455447475107487
230,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",230,5950000,Cairo,Egypt,buy,93593500.0,Twin House,New Cairo City,30.06310285,31.455447475107487
232,2,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",135,2200000,Cairo,Egypt,buy,34606000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
233,5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",670,14500000,Cairo,Egypt,buy,228085000.0,Villa,New Cairo City,30.06310285,31.455447475107487
234,7,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",760,27000000,Cairo,Egypt,buy,424710000.0,Villa,New Cairo City,29.9921014,31.4046293
235,4,3,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",303,9500000,Cairo,Egypt,buy,149435000.0,Villa,New Cairo City,30.06310285,31.455447475107487
236,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9550000,Cairo,Egypt,buy,150221500.0,Villa,New Cairo City,30.06310285,31.455447475107487
237,7+,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",600,1800000,Cairo,Egypt,buy,28314000.0,Villa,New Cairo City,30.02012785,31.498220627134504
238,3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",207,4350000,Cairo,Egypt,buy,68425500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
239,2,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",275,2950000,Cairo,Egypt,buy,46403500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
240,2,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",154,2100000,Cairo,Egypt,buy,33033000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
241,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,2850000,Cairo,Egypt,buy,44830500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
242,4,4,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",375,5500000,Cairo,Egypt,buy,86515000.0,Townhouse,New Cairo City,29.9921014,31.4046293
243,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,8900000,Cairo,Egypt,buy,139997000.0,Villa,New Cairo City,30.06310285,31.455447475107487
244,6,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,8800000,Cairo,Egypt,buy,138424000.0,Villa,New Cairo City,30.06310285,31.455447475107487
245,3,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",259,5650000,Cairo,Egypt,buy,88874500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
246,3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",240,4250000,Cairo,Egypt,buy,66852500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
247,3,3,"Fifth Square, North Investors Area, New Cairo City, Cairo",160,3100000,Cairo,Egypt,buy,48763000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
248,2,2,"Fifth Square, North Investors Area, New Cairo City, Cairo",115,2400000,Cairo,Egypt,buy,37752000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
249,2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,1650000,Cairo,Egypt,buy,25954500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
250,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,7700000,Cairo,Egypt,buy,121121000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
251,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",270,7500000,Cairo,Egypt,buy,117975000.0,Villa,New Cairo City,30.06310285,31.455447475107487
252,5,5,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",860,14500000,Cairo,Egypt,buy,228085000.0,Villa,New Cairo City,30.06310285,31.455447475107487
253,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,5200000,Cairo,Egypt,buy,81796000.0,Apartment,Hay El Maadi,30.048819,31.243666
254,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,6500000,Cairo,Egypt,buy,102245000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
255,6,7+,"El Yasmeen 8, El Yasmeen, New Cairo City, Cairo",820,20000000,Cairo,Egypt,buy,314600000.0,Villa,New Cairo City,30.02012785,31.498220627134504
256,4,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",192,3900000,Cairo,Egypt,buy,61347000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
258,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",275,3000000,Cairo,Egypt,buy,47190000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
259,4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,9500000,Cairo,Egypt,buy,149435000.0,Villa,New Cairo City,30.06310285,31.455447475107487
260,3,4,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",300,7500000,Cairo,Egypt,buy,117975000.0,Twin House,New Cairo City,30.02012785,31.498220627134504
262,4,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",370,11000000,Cairo,Egypt,buy,173030000.0,Duplex,New Cairo City,30.02012785,31.498220627134504
265,2,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",145,280000,Cairo,Egypt,buy,4404400.0,Apartment,New Cairo City,30.06310285,31.455447475107487
266,5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,100",35000000,Cairo,Egypt,buy,550550000.0,Villa,New Cairo City,29.9921014,31.4046293
268,7,5,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",950,30000000,Cairo,Egypt,buy,471900000.0,Villa,New Cairo City,30.06310285,31.455447475107487
269,7,6,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",630,20000000,Cairo,Egypt,buy,314600000.0,Villa,New Cairo City,30.02012785,31.498220627134504
270,3,4,"Street 254, Degla, Hay El Maadi, Cairo",300,3500000,Cairo,Egypt,buy,55055000.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
271,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",234,3850000,Cairo,Egypt,buy,60560500.0,Duplex,New Cairo City,30.06310285,31.455447475107487
272,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",235,7500000,Cairo,Egypt,buy,117975000.0,Villa,New Cairo City,30.06310285,31.455447475107487
273,7+,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","1,000",19000000,Cairo,Egypt,buy,298870000.0,Villa,New Cairo City,30.02012785,31.498220627134504
274,7+,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","1,080",26500000,Cairo,Egypt,buy,416845000.0,Villa,New Cairo City,30.02012785,31.498220627134504
275,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",228,7500000,Cairo,Egypt,buy,117975000.0,Villa,New Cairo City,30.06310285,31.455447475107487
276,7+,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",725,12500000,Cairo,Egypt,buy,196625000.0,Villa,New Cairo City,30.02012785,31.498220627134504
277,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9225000,Cairo,Egypt,buy,145109250.0,Villa,New Cairo City,30.06310285,31.455447475107487
278,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",303,8700000,Cairo,Egypt,buy,136851000.0,Villa,New Cairo City,30.06310285,31.455447475107487
279,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,6300000,Cairo,Egypt,buy,99099000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
280,4,4,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",319,4800000,Cairo,Egypt,buy,75504000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
282,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",480,9250000,Cairo,Egypt,buy,145502500.0,Villa,New Cairo City,30.06310285,31.455447475107487
285,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",365,5500000,Cairo,Egypt,buy,86515000.0,Villa,New Cairo City,30.06310285,31.455447475107487
