Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude,geometry
3,5,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,5500000, Cairo,Egypt,buy,86515000.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
1,1,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",64,1200000, Cairo,Egypt,buy,18876000.0,Apartment, Shorouk City,30.11974305,31.606946946156224,POINT (31.60694694615622 30.11974305)
5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9250000, Cairo,Egypt,buy,145502500.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,6,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",490,8500000, Cairo,Egypt,buy,133705000.0,Twin House, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,3300000, Cairo,Egypt,buy,51909000.0,Duplex, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",450,6000000, Cairo,Egypt,buy,94380000.0,Twin House, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",407,9000000, Cairo,Egypt,buy,141570000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",255,3500000, Cairo,Egypt,buy,55055000.0,Duplex, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
7,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","1,400",10000000, Cairo,Egypt,buy,157300000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",194,5200000, Cairo,Egypt,buy,81796000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",291,1740000, Cairo,Egypt,buy,27370200.0,Duplex, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",173,1550000, Cairo,Egypt,buy,24381500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",161,1600000, Cairo,Egypt,buy,25168000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",305,3000000, Cairo,Egypt,buy,47190000.0,iVilla, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",520,4000000, Cairo,Egypt,buy,62920000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,3500000, Cairo,Egypt,buy,55055000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,3300000, Cairo,Egypt,buy,51909000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",134,1500000, Cairo,Egypt,buy,23595000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",340,7500000, Cairo,Egypt,buy,117975000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",208,5036000, Cairo,Egypt,buy,79216280.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,5850000, Cairo,Egypt,buy,92020500.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,10600000, Cairo,Egypt,buy,166738000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",205,3320000, Cairo,Egypt,buy,52223600.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",243,5000000, Cairo,Egypt,buy,78650000.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",140,1450000, Cairo,Egypt,buy,22808500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,5900000, Cairo,Egypt,buy,92807000.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",328,7000000, Cairo,Egypt,buy,110110000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",183,4575000, Cairo,Egypt,buy,71964750.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,4,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",210,1850000, Cairo,Egypt,buy,29100500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",357,7900000, Cairo,Egypt,buy,124267000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,3,"Mohamed Mazhar St., Zamalek, Cairo",500,21000000, Cairo,Egypt,buy,330330000.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9650000, Cairo,Egypt,buy,151794500.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,7200000, Cairo,Egypt,buy,113256000.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",357,9000000, Cairo,Egypt,buy,141570000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,14000000, Cairo,Egypt,buy,220220000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,11386000, Cairo,Egypt,buy,179101780.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",223,4400000, Giza,Egypt,buy,69212000.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,3,"Abou Dawoud Al Zahery St., 6th Zone, Nasr City, Cairo",230,2500000, Cairo,Egypt,buy,39325000.0,Apartment, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,10250000, Cairo,Egypt,buy,161232500.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,15000000, Cairo,Egypt,buy,235950000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9500000, Cairo,Egypt,buy,149435000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",323,7835000, Cairo,Egypt,buy,123244550.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,3,"Axis 80, District 4, The 5th Settlement, New Cairo City, Cairo",220,2700000, Cairo,Egypt,buy,42471000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,4000000, Cairo,Egypt,buy,62920000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",303,8500000, Cairo,Egypt,buy,133705000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",197,3350000, Cairo,Egypt,buy,52695500.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",306,5500000, Cairo,Egypt,buy,86515000.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9300000, Cairo,Egypt,buy,146289000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",150,2900000, Cairo,Egypt,buy,45617000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",287,2950000, Cairo,Egypt,buy,46403500.0,iVilla, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"The Water Way, North Investors Area, New Cairo City, Cairo",233,5300000, Cairo,Egypt,buy,83369000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,2,"Veranda, Sahl Hasheesh, Hurghada, Red Sea",88,2400000, Red Sea,Egypt,buy,37752000.0,Chalet, Hurghada,30.0582499,31.301586100000005,POINT (31.30158610000001 30.0582499)
2,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",175,2565000, Cairo,Egypt,buy,40347450.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",475,10000000, Cairo,Egypt,buy,157300000.0,Twin House, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,3100000, Cairo,Egypt,buy,48763000.0,iVilla, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",187,2450000, Cairo,Egypt,buy,38538500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",234,4350000, Cairo,Egypt,buy,68425500.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",230,11500000, Cairo,Egypt,buy,180895000.0,Twin House, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,1500000, Cairo,Egypt,buy,23595000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Seasons Residence, Ext North Inves Area, New Cairo City, Cairo",335,14000000, Cairo,Egypt,buy,220220000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",198,3000000, Cairo,Egypt,buy,47190000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",347,15246000, Cairo,Egypt,buy,239819580.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",384,5500000, Cairo,Egypt,buy,86515000.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",590,15000000, Cairo,Egypt,buy,235950000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,4700000, Cairo,Egypt,buy,73931000.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,5,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",316,5350000, Cairo,Egypt,buy,84155500.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,2400000, Cairo,Egypt,buy,37752000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,1400000, Cairo,Egypt,buy,22022000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",313,6000000, Cairo,Egypt,buy,94380000.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",216,4237913, Cairo,Egypt,buy,66662371.49,Duplex, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",176,1900000, Cairo,Egypt,buy,29887000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",385,3200000, Cairo,Egypt,buy,50336000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
7+,7,"Paradise, Ext North Inves Area, New Cairo City, Cairo",865,11500000, Cairo,Egypt,buy,180895000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,4650000, Cairo,Egypt,buy,73144500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,1,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",100,1750000, Giza,Egypt,buy,27527500.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",135,260000, Cairo,Egypt,buy,4089800.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",436,12500000, Cairo,Egypt,buy,196625000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"R7, New Capital City, Cairo",100,2000000, Cairo,Egypt,buy,31460000.0,Apartment, New Capital City,30.048819,31.243666,POINT (31.243666 30.048819)
6,7,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",700,18500000, Cairo,Egypt,buy,291005000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,2500000, Cairo,Egypt,buy,39325000.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,2900000, Cairo,Egypt,buy,45617000.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
7+,7+,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,200",25000000, Cairo,Egypt,buy,393250000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",145,4140000, Cairo,Egypt,buy,65122200.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9500000, Cairo,Egypt,buy,149435000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,6250000, Cairo,Egypt,buy,98312500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",750,17000000, Cairo,Egypt,buy,267410000.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,3431000, Cairo,Egypt,buy,53969630.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Granda, 5th District, Shorouk City, Cairo",140,1900000, Cairo,Egypt,buy,29887000.0,Apartment, Shorouk City,30.11974305,31.606946946156224,POINT (31.60694694615622 30.11974305)
