,Location,price_EGP,price_usd,property_type,Beds,Baths,Square Meter,city,sub_div
215,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3900000.0,61464000.0,Townhouse,5,4,235, Cairo, New Cairo City
216,"Swan Lake, Qesm Ad Dabaah, North Coast",8500000.0,133960000.0,Villa,4,5,500, North Coast, Qesm Ad Dabaah
217,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2560000.0,40345600.0,iVilla,2,4,230, Cairo, New Cairo City
218,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1425000.0,22458000.0,Apartment,3,3,155, Cairo, New Cairo City
219,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2060000.0,32465600.0,Apartment,7,2,160, Cairo, New Cairo City
220,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",17500000.0,275800000.0,Villa,3,7+,810, Cairo, New Cairo City
221,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4000000.0,63040000.0,Chalet,3,3,220, North Coast, Sidi Abdel Rahman
222,"The Water Way, North Investors Area, New Cairo City, Cairo",5250000.0,82740000.0,Apartment,4,3,230, Cairo, New Cairo City
223,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6600000.0,104016000.0,Townhouse,2,5,307, Cairo, New Cairo City
224,"La Mirada Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1100000.0,17336000.0,Apartment,,2,100, Cairo, New Cairo City
225,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3300000.0,52008000.0,Apartment,2,2,140, Cairo, New Cairo City
226,"Regents Park, Al Andalus District, New Cairo City, Cairo",3205000.0,50510800.0,Apartment,3,3,187, Cairo, New Cairo City
227,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4650000.0,73284000.0,Townhouse,5,4,281, Cairo, New Cairo City
228,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2250000.0,35460000.0,Apartment,4,4,236, Cairo, New Cairo City
229,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",5500000.0,86680000.0,Villa,3,4,248, Cairo, Mostakbal City - Future City
230,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6400000.0,100864000.0,Twin House,4,5,331, Cairo, New Cairo City
231,"New Maryland, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",10000000.0,157600000.0,Villa,4,3,420, Cairo, New Cairo City
232,"Abu Soma Resort, Safaga, Hurghada, Red Sea",1750000.0,27580000.0,Apartment,1,1,85, Red Sea, Hurghada
233,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",860000.0,13553600.0,Apartment,1,1,65, Cairo, Heliopolis - Masr El Gedida
234,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1985000.0,31283600.0,Apartment,2,2,140, Cairo, New Cairo City
235,"Baymount, Al Ain Al Sokhna, Suez",1800000.0,28368000.0,Chalet,3,1,144, Suez, Al Ain Al Sokhna
236,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6250000.0,98500000.0,Apartment,3,3,280, Cairo, New Cairo City
237,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2225000.0,35066000.0,Apartment,3,3,238, Cairo, New Cairo City
238,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1000000.0,15760000.0,Apartment,1,1,80, Cairo, New Cairo City
239,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8700000.0,137112000.0,Villa,4,4,303, Cairo, New Cairo City
240,"Palm Hills Golf Views, Cairo Alexandria Desert Road, 6 October City, Giza",6800000.0,107168000.0,Townhouse,4,4,309, Giza, 6 October City
241,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6000000.0,94560000.0,Townhouse,3,3,316, Cairo, New Cairo City
242,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6900000.0,108744000.0,Twin House,3,4,355, Cairo, New Cairo City
243,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",17250000.0,271860000.0,Villa,6,7,630, Cairo, New Cairo City
244,"Mountain View Executive, Al Andalus District, New Cairo City, Cairo",2500000.0,39400000.0,Apartment,2,3,141, Cairo, New Cairo City
247,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6000000.0,94560000.0,Villa,3,3,248, Cairo, New Cairo City
248,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9500000.0,149720000.0,Villa,3,4,303, Cairo, New Cairo City
249,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5700000.0,89832000.0,Twin House,4,3,300, Cairo, New Cairo City
250,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1950000.0,30732000.0,Apartment,2,3,127, Cairo, New Cairo City
251,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",6700000.0,105592000.0,Twin House,4,6,365, Giza, Sheikh Zayed City
252,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5900000.0,92984000.0,Townhouse,3,3,315, Cairo, New Cairo City
253,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8062000.0,127057120.0,Townhouse,3,5,245, Cairo, New Cairo City
254,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8000000.0,126080000.0,Villa,5,4,356, Cairo, New Cairo City
255,"Azha, Al Ain Al Sokhna, Suez",1300000.0,20488000.0,Chalet,1,1,82, Suez, Al Ain Al Sokhna
256,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8400000.0,132384000.0,Villa,5,4,391, Cairo, New Cairo City
257,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1650000.0,26004000.0,Apartment,3,3,185, Cairo, New Cairo City
258,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2000000.0,31520000.0,Apartment,2,2,125, Cairo, New Cairo City
259,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2950000.0,46492000.0,iVilla,3,4,287, Cairo, New Cairo City
260,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5400000.0,85104000.0,Twin House,4,4,316, Cairo, New Cairo City
261,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3160000.0,49801600.0,iVilla,5,5,305, Cairo, New Cairo City
263,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3300000.0,52008000.0,Apartment,3,2,186, Cairo, New Cairo City
264,"Al Ein Bay, Al Ain Al Sokhna, Suez",4000000.0,63040000.0,Twin House,3,3,200, Suez, Al Ain Al Sokhna
265,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6200000.0,97712000.0,Twin House,3,4,360, Cairo, New Cairo City
266,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5500000.0,86680000.0,Townhouse,4,3,306, Cairo, New Cairo City
267,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6400000.0,100864000.0,Twin House,3,4,331, Cairo, New Cairo City
268,"Fanadir Marina, Al Gouna, Hurghada, Red Sea",6120000.0,96451200.0,Apartment,2,1,119, Red Sea, Hurghada
269,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1850000.0,29156000.0,Apartment,3,3,166, Cairo, New Cairo City
270,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",12000000.0,189120000.0,Villa,6,6,900, Cairo, New Cairo City
271,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2500000.0,39400000.0,Apartment,3,3,221, Cairo, New Cairo City
272,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",14500000.0,228520000.0,Villa,4,4,530, Cairo, New Cairo City
273,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1250000.0,19700000.0,Apartment,2,2,128, Cairo, New Cairo City
274,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1800000.0,28368000.0,Apartment,2,2,175, Cairo, New Cairo City
275,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7100000.0,111896000.0,Twin House,4,5,310, Cairo, New Cairo City
276,"Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo",14000000.0,220640000.0,Villa,6,7,"1,000", Cairo, New Cairo City
277,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3200000.0,50432000.0,Townhouse,2,3,161, Cairo, New Cairo City
278,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5650000.0,89044000.0,Townhouse,3,4,279, Cairo, New Cairo City
279,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5850000.0,92196000.0,Twin House,3,4,229, Cairo, New Cairo City
280,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8000000.0,126080000.0,Villa,4,5,356, Cairo, New Cairo City
281,"Karma Residence, 16th District, Sheikh Zayed City, Giza",5000000.0,78800000.0,Townhouse,4,5,250, Giza, Sheikh Zayed City
282,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3600000.0,56736000.0,Apartment,3,3,200, Cairo, New Cairo City
283,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5000000.0,78800000.0,Townhouse,4,4,280, Cairo, New Cairo City
284,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",13500000.0,212760000.0,Villa,6,7,640, Cairo, New Cairo City
285,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",8700000.0,137112000.0,Townhouse,4,4,400, Cairo, New Cairo City
286,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7900000.0,124504000.0,Villa,4,3,357, Cairo, New Cairo City
287,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",29000000.0,457040000.0,Villa,7+,7+,"1,766", Cairo, New Cairo City
288,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8000000.0,126080000.0,Villa,5,5,440, Cairo, New Cairo City
289,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7500000.0,118200000.0,Villa,5,4,327, Cairo, New Cairo City
290,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6300000.0,99288000.0,Townhouse,4,4,307, Cairo, New Cairo City
292,"The MarQ, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4200000.0,66192000.0,Villa,3,2,185, Cairo, New Cairo City
293,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",1535000.0,24191600.0,Apartment,3,3,283, Cairo, New Cairo City
294,"Marassi, Sidi Abdel Rahman, North Coast",2500000.0,39400000.0,Chalet,1,1,85, North Coast, Sidi Abdel Rahman
295,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",8000000.0,126080000.0,Duplex,3,4,393, Giza, 6 October City
296,"Midtown, South Investors Area, New Cairo City, Cairo",2850000.0,44916000.0,Apartment,4,4,260, Cairo, New Cairo City
297,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7200000.0,113472000.0,Twin House,4,6,314, Cairo, New Cairo City
298,"Green Avenue, New Capital Compounds, New Capital City, Cairo",1659000.0,26145840.0,Apartment,3,2,158, Cairo, New Capital City
299,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",15250000.0,240340000.0,Villa,5,7,630, Cairo, New Cairo City
300,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",13400000.0,211184000.0,Villa,5,7,620, Cairo, New Cairo City
301,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3200000.0,50432000.0,Apartment,2,2,156, Cairo, New Cairo City
302,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5500000.0,86680000.0,Twin House,4,4,384, Cairo, New Cairo City
304,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",10000000.0,157600000.0,Villa,5,5,400, Cairo, New Cairo City
305,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5500000.0,86680000.0,Townhouse,4,4,375, Cairo, New Cairo City
306,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",17000000.0,267920000.0,Villa,7+,7+,850, Cairo, New Cairo City
307,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7200000.0,113472000.0,Twin House,3,4,300, Cairo, New Cairo City
308,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2850000.0,44916000.0,Apartment,3,3,190, Cairo, New Cairo City
309,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",9000000.0,141840000.0,Villa,4,5,252, Cairo, New Cairo City
310,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4800000.0,75648000.0,Townhouse,4,3,259, Cairo, New Cairo City
311,"Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2220000.0,34987200.0,Apartment,2,2,102, Giza, Sheikh Zayed City
312,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3400000.0,53584000.0,Apartment,3,3,200, Cairo, New Cairo City
313,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2200000.0,34672000.0,Apartment,3,3,199, Cairo, New Cairo City
314,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8000000.0,126080000.0,Villa,5,4,280, Cairo, New Cairo City
315,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2850000.0,44916000.0,Apartment,3,3,217, Cairo, New Cairo City
316,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4250000.0,66980000.0,Townhouse,3,3,240, Cairo, New Cairo City
317,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3350000.0,52796000.0,Apartment,3,3,169, Cairo, New Cairo City
318,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",14000000.0,220640000.0,Villa,5,4,500, Cairo, New Cairo City
319,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7000000.0,110320000.0,Townhouse,3,3,307, Cairo, New Cairo City
320,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1650000.0,26004000.0,Apartment,2,2,155, Cairo, New Cairo City
321,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",13000000.0,204880000.0,Villa,6,6,620, Cairo, New Cairo City
322,"La Vista 5, La Vista, Al Ain Al Sokhna, Suez",2100000.0,33096000.0,Chalet,2,2,110, Suez, Al Ain Al Sokhna
323,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3800000.0,59888000.0,Apartment,4,4,324, Cairo, New Cairo City
325,"Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",30460000.0,480049600.0,Duplex,6,5,483, Giza, Sheikh Zayed City
326,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1380000.0,21748800.0,Apartment,2,3,133, Cairo, New Cairo City
327,"Wasef Ghaly Basha St., Al Narges 4, Al Narges, New Cairo City, Cairo",2650000.0,41764000.0,Apartment,3,2,235, Cairo, New Cairo City
328,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4287000.0,67563120.0,Townhouse,5,5,263, Cairo, New Cairo City
329,"Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza",5350000.0,84316000.0,Villa,4,4,400, Giza, 6 October City
330,"Marassi, Sidi Abdel Rahman, North Coast",8000000.0,126080000.0,Twin House,3,3,175, North Coast, Sidi Abdel Rahman
331,"Diar 2, 6 October Compounds, 6 October City, Giza",1980000.0,31204800.0,Apartment,3,3,165, Giza, 6 October City
332,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",1496000.0,23576960.0,Apartment,3,3,150, Cairo, New Capital City
333,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",1200000.0,18912000.0,Townhouse,3,3,165, Cairo, Shorouk City
334,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7250000.0,114260000.0,Twin House,6,6,310, Cairo, New Cairo City
335,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5750000.0,90620000.0,Townhouse,3,3,316, Cairo, New Cairo City
336,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",7200000.0,113472000.0,Apartment,4,4,470, Giza, Sheikh Zayed City
337,"The Sierras, Uptown Cairo, Mokattam, Cairo",3400000.0,53584000.0,Apartment,2,3,162, Cairo, Mokattam
338,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",10250000.0,161540000.0,Villa,3,3,356, Cairo, New Cairo City
339,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",15000000.0,236400000.0,Villa,4,4,500, Cairo, New Cairo City
340,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",49000000.0,772240000.0,Villa,7,6,650, Cairo, New Cairo City
341,"Street 256, Maadi, Hay El Maadi, Cairo",3500000.0,55160000.0,Apartment,4,3,260, Cairo, Hay El Maadi
342,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",6900000.0,108744000.0,Apartment,3,3,210, Cairo, New Cairo City
343,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7800000.0,122928000.0,Villa,3,4,440, Cairo, New Cairo City
344,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",17500000.0,275800000.0,Villa,7+,7+,850, Cairo, New Cairo City
345,"Marassi, Sidi Abdel Rahman, North Coast",4200000.0,66192000.0,Chalet,3,3,152, North Coast, Sidi Abdel Rahman
346,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5900000.0,92984000.0,Twin House,5,4,320, Cairo, New Cairo City
347,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9500000.0,149720000.0,Villa,3,2,356, Cairo, New Cairo City
348,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",15250000.0,240340000.0,Apartment,7,5,630, Cairo, New Cairo City
349,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",1400000.0,22064000.0,Twin House,4,4,140, Suez, Al Ain Al Sokhna
350,"Marassi, Sidi Abdel Rahman, North Coast",2840160.0,44760921.6,Chalet,1,1,92, North Coast, Sidi Abdel Rahman
351,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1100000.0,17336000.0,Apartment,3,3,188, Cairo, New Cairo City
352,"Street 10, Greens, 6th District, Sheikh Zayed City, Giza",5000000.0,78800000.0,Twin House,3,3,235, Giza, Sheikh Zayed City
353,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2700000.0,42552000.0,Apartment,2,2,140, Cairo, New Cairo City
354,"Street 10, Greens, 6th District, Sheikh Zayed City, Giza",5850000.0,92196000.0,Twin House,4,4,303, Giza, Sheikh Zayed City
355,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3100000.0,48856000.0,Apartment,3,3,192, Cairo, New Cairo City
356,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",15000000.0,236400000.0,Villa,5,6,590, Cairo, New Cairo City
357,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6400000.0,100864000.0,Twin House,3,4,320, Cairo, New Cairo City
358,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2045000.0,32229200.0,Apartment,3,3,164, Cairo, New Cairo City
359,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",950000.0,14972000.0,Chalet,1,1,64, Suez, Al Ain Al Sokhna
360,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2350000.0,37036000.0,Apartment,2,2,134, Cairo, New Cairo City
361,"Marassi, Sidi Abdel Rahman, North Coast",4000000.0,63040000.0,Chalet,4,4,140, North Coast, Sidi Abdel Rahman
362,"Scenario, New Capital Compounds, New Capital City, Cairo",2391625.0,37692010.0,Apartment,3,2,190, Cairo, New Capital City
363,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",11500000.0,181240000.0,Villa,4,4,557, Cairo, New Cairo City
364,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2600000.0,40976000.0,Apartment,2,2,142, Cairo, New Cairo City
365,"Zavani, New Capital Compounds, New Capital City, Cairo",1778000.0,28021280.0,Apartment,3,2,158, Cairo, New Capital City
366,"Cairo University Compound, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",1490000.0,23482400.0,Penthouse,4,4,300, Giza, Sheikh Zayed City
367,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7400000.0,116624000.0,Twin House,4,4,320, Cairo, New Cairo City
368,"IL Monte Galala, Al Ain Al Sokhna, Suez",2900000.0,45704000.0,Chalet,3,2,119, Suez, Al Ain Al Sokhna
369,"Al Diyar, Al Narges, New Cairo City, Cairo",15500000.0,244280000.0,Villa,4,4,750, Cairo, New Cairo City
370,"Degla Square, Degla, Hay El Maadi, Cairo",4000000.0,63040000.0,Apartment,3,3,200, Cairo, Hay El Maadi
371,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",10000000.0,157600000.0,Villa,7+,7,"1,400", Cairo, New Cairo City
372,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",11000000.0,173360000.0,Duplex,4,4,370, Cairo, New Cairo City
373,"Azha, Al Ain Al Sokhna, Suez",1150000.0,18124000.0,Chalet,1,1,70, Suez, Al Ain Al Sokhna
374,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",25000000.0,394000000.0,Villa,7+,7+,"1,200", Cairo, New Cairo City
375,"Sarayat Al Maadi, Hay El Maadi, Cairo",3500000.0,55160000.0,Apartment,3,2,230, Cairo, Hay El Maadi
376,"Baymount, Al Ain Al Sokhna, Suez",5900000.0,92984000.0,Villa,3,3,220, Suez, Al Ain Al Sokhna
377,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",1800000.0,28368000.0,Chalet,3,2,120, Suez, Al Ain Al Sokhna
378,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4140000.0,65246400.0,Apartment,2,3,145, Cairo, New Cairo City
379,"Area B, Ganoob El Acadimia, New Cairo City, Cairo",2500000.0,39400000.0,Apartment,3,3,200, Cairo, New Cairo City
380,"Al Narges 2, Al Narges, New Cairo City, Cairo",3100000.0,48856000.0,Duplex,4,4,350, Cairo, New Cairo City
381,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2800000.0,44128000.0,Apartment,2,4,151, Cairo, New Cairo City
382,"Mountain View 3, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5600000.0,88256000.0,Villa,4,3,262, Cairo, New Cairo City
383,"Bamboo Palm Hills, 26th of July Corridor, 6 October City, Giza",14000000.0,220640000.0,Villa,4,4,578, Giza, 6 October City
384,"Marassi, Sidi Abdel Rahman, North Coast",11000000.0,173360000.0,Villa,5,6,498, North Coast, Sidi Abdel Rahman
385,"Caribbean, Markaz Al Hamam, North Coast",1360000.0,21433600.0,Chalet,5,2,200, North Coast, Markaz Al Hamam
386,"Sarayat Al Maadi, Hay El Maadi, Cairo",4600000.0,72496000.0,Apartment,3,3,260, Cairo, Hay El Maadi
387,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1100000.0,17336000.0,Apartment,1,1,65, Cairo, New Cairo City
388,"Zavani, New Capital Compounds, New Capital City, Cairo",1700000.0,26792000.0,Apartment,3,2,168, Cairo, New Capital City
389,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3320000.0,52323200.0,Apartment,3,4,205, Cairo, New Cairo City
390,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1780000.0,28052800.0,Apartment,3,2,160, Cairo, New Cairo City
391,"Area B, Ganoob El Acadimia, New Cairo City, Cairo",3800000.0,59888000.0,Duplex,3,4,380, Cairo, New Cairo City
392,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",13000000.0,204880000.0,Villa,6,6,530, Cairo, New Cairo City
393,"Cairo University Compound, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",1049000.0,16532240.0,Apartment,3,3,162, Giza, Sheikh Zayed City
394,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",26000000.0,409760000.0,Villa,4,5,"1,200", Giza, Sheikh Zayed City
395,"The MarQ, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5100000.0,80376000.0,Villa,3,4,185, Cairo, New Cairo City
396,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2750000.0,43340000.0,iVilla,3,3,243, Cairo, New Cairo City
397,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6100000.0,96136000.0,Townhouse,3,3,307, Cairo, New Cairo City
398,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7750000.0,122140000.0,Twin House,6,6,303, Cairo, New Cairo City
399,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2900000.0,45704000.0,iVilla,5,5,300, Cairo, New Cairo City
400,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",13000000.0,204880000.0,Villa,6,6,700, Cairo, New Cairo City
401,"Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2900000.0,45704000.0,Apartment,2,2,100, Giza, Sheikh Zayed City
402,"The Sierras, Uptown Cairo, Mokattam, Cairo",5000000.0,78800000.0,Apartment,3,3,147, Cairo, Mokattam
403,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5842250.0,92073860.0,Twin House,3,3,283, Cairo, New Cairo City
404,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3250000.0,51220000.0,Apartment,3,2,195, Cairo, New Cairo City
405,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3200000.0,50432000.0,Apartment,2,2,132, Cairo, New Cairo City
406,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",7555500.0,119074680.0,Twin House,3,4,231, Giza, 6 October City
407,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2300000.0,36248000.0,Apartment,3,3,140, Cairo, New Cairo City
409,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",2600000.0,40976000.0,Twin House,3,3,140, Suez, Al Ain Al Sokhna
410,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2900000.0,45704000.0,Apartment,3,3,190, Giza, Sheikh Zayed City
